description,item,first_word,second_word,item_shorthand_desc,sentence_word_match,sentence_word_source,sentence_word_score,sentence_word_match_Q,sentence_word_source_Q,sentence_word_score_Q,shorthand_word_match,shorthand_word_source,shorthand_word_score,shorthand_word_match_Q,shorthand_word_source_Q,shorthand_word_score_Q,max_score,best_source,best_match,portion_size
"Fat that is spread (thin amount) onto large bap: ticked polyunsaturated margarine (e.g Flora), very low fat",bread_large_bap_spread_polymarg_vlowfat_thin,bread,large,bread large bap spread polymarg vlowfat thin,Low fat spread not polyunsaturated,scheelbeek,64.87062573432922,Low fat spread not polyunsaturated,scheelbeek,72.71119356155396,"White bread (not high fibre, not multiseed)",scheelbeek,54.39254641532898,Block margarine,scheelbeek,75.09315013885498,75.09315013885498,shorthand_word_score_Q,Block margarine,7
"Fat that is spread (medium amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and also cholesterol lowering",bread_large_bap_spread_soya_chol_med,bread,large,bread large bap spread soya chol med,Other vegetable fats and oils,scheelbeek,59.55241322517395,Low fat spread not polyunsaturated,scheelbeek,71.27087712287903,Wholemeal bread,scheelbeek,55.09939789772034,CHICKPEA,petersson,69.14908289909363,71.27087712287903,sentence_word_score_Q,Low fat spread not polyunsaturated,10
"Fat that is spread (thick amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and also cholesterol lowering",bread_large_bap_spread_soya_chol_thick,bread,large,bread large bap spread soya chol thick,Other vegetable fats and oils,scheelbeek,59.62585210800171,Low fat spread not polyunsaturated,scheelbeek,71.64484262,"White bread (not high fibre, not multiseed)",scheelbeek,55.12272119522095,Block margarine,scheelbeek,69.26559805870056,71.64484262,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and also cholesterol lowering",bread_large_bap_spread_soya_chol_thin,bread,large,bread large bap spread soya chol thin,Other vegetable fats and oils,scheelbeek,59.65811014175415,Low fat spread not polyunsaturated,scheelbeek,72.48096466064453,"White bread (not high fibre, not multiseed)",scheelbeek,54.69542145729065,Wholemeal bread,scheelbeek,71.61351442337036,72.48096466064453,sentence_word_score_Q,Low fat spread not polyunsaturated,7
"Fat that is spread (medium amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and not specified amount of fat",bread_large_bap_spread_soya_dunno_med,bread,large,bread large bap spread soya dunno med,Low fat spread not polyunsaturated,scheelbeek,59.65338945388794,Low fat spread not polyunsaturated,scheelbeek,71.48969769477844,Wholemeal bread,scheelbeek,55.94491362571716,Wholemeal bread,scheelbeek,74.25585389137268,74.25585389137268,shorthand_word_score_Q,Wholemeal bread,10
"Fat that is spread (thick amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and not specified amount of fat",bread_large_bap_spread_soya_dunno_thick,bread,large,bread large bap spread soya dunno thick,Less than 1% dairy low fat spread,scheelbeek,59.106963872909546,Low fat spread not polyunsaturated,scheelbeek,72.98088073730469,Wholemeal bread,scheelbeek,54.535895586013794,Wholemeal bread,scheelbeek,72.93508052825928,72.98088073730469,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto large bap: ticked soya/vegan/dairy free margarine e.g Pure, and not specified amount of fat",bread_large_bap_spread_soya_dunno_thin,bread,large,bread large bap spread soya dunno thin,Low fat spread not polyunsaturated,scheelbeek,59.44737195968628,Reduced fat spread (not polyunsaturated),scheelbeek,73.36761355400085,Wholemeal bread,scheelbeek,53.48833203315735,Wholemeal bread,scheelbeek,76.13081336021423,76.13081336021423,shorthand_word_score_Q,Wholemeal bread,7
"Fat that is spread (medium amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), normal amount % fat",bread_large_bap_spread_soya_fat_med,bread,large,bread large bap spread soya fat med,Less than 1% dairy low fat spread,scheelbeek,62.91160583496094,Low fat spread not polyunsaturated,scheelbeek,67.55557656288147,Polyunsaturated low fat spread,scheelbeek,54.79564070701599,Wholemeal bread,scheelbeek,70.96825838088989,70.96825838088989,shorthand_word_score_Q,Wholemeal bread,10
"Fat that is spread (thick amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), normal amount % fat",bread_large_bap_spread_soya_fat_thick,bread,large,bread large bap spread soya fat thick,Less than 1% dairy low fat spread,scheelbeek,63.12996149,Low fat spread not polyunsaturated,scheelbeek,68.80967617034912,"White bread (not high fibre, not multiseed)",scheelbeek,52.673423290252686,Wholemeal bread,scheelbeek,71.86453342437744,71.86453342437744,shorthand_word_score_Q,Wholemeal bread,12
"Fat that is spread (thin amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), normal amount % fat",bread_large_bap_spread_soya_fat_thin,bread,large,bread large bap spread soya fat thin,Less than 1% dairy low fat spread,scheelbeek,63.53027820587158,Reduced fat spread (not polyunsaturated),scheelbeek,71.03270292282104,Polyunsaturated low fat spread,scheelbeek,54.11878228187561,Wholemeal bread,scheelbeek,76.07886791229248,76.07886791229248,shorthand_word_score_Q,Wholemeal bread,7
"Fat that is spread (medium amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), low fat",bread_large_bap_spread_soya_lowfat_med,bread,large,bread large bap spread soya lowfat med,Polyunsaturated low fat spread,scheelbeek,59.93682146072388,Reduced fat spread (not polyunsaturated),scheelbeek,72.41369485855103,Soymilk,clarke,53.06067467,Wholemeal bread,scheelbeek,70.99638581,72.41369485855103,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
"Fat that is spread (thick amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), low fat",bread_large_bap_spread_soya_lowfat_thick,bread,large,bread large bap spread soya lowfat thick,Polyunsaturated low fat spread,scheelbeek,58.89405012130737,Low fat spread not polyunsaturated,scheelbeek,72.27795720100403,"White bread (not high fibre, not multiseed)",scheelbeek,54.68038320541382,Wholemeal bread,scheelbeek,70.47631740570068,72.27795720100403,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), low fat",bread_large_bap_spread_soya_lowfat_thin,bread,large,bread large bap spread soya lowfat thin,Less than 1% dairy low fat spread,scheelbeek,59.12041664123535,Reduced fat spread (not polyunsaturated),scheelbeek,75.54559111595154,"White bread (not high fibre, not multiseed)",scheelbeek,54.188692569732666,Wholemeal bread,scheelbeek,73.95749092102051,75.54559111595154,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (medium amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), very low fat",bread_large_bap_spread_soya_vlowfat_med,bread,large,bread large bap spread soya vlowfat med,Low fat spread not polyunsaturated,scheelbeek,60.25291681289673,Reduced fat spread (not polyunsaturated),scheelbeek,72.41117954,Wholemeal bread,scheelbeek,56.12025856971741,Wholemeal bread,scheelbeek,71.90439701080322,72.41117954,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
"Fat that is spread (thick amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), very low fat",bread_large_bap_spread_soya_vlowfat_thick,bread,large,bread large bap spread soya vlowfat thick,Low fat spread not polyunsaturated,scheelbeek,59.07312035560608,Low fat spread not polyunsaturated,scheelbeek,71.78834676742554,Wholemeal bread,scheelbeek,54.25511598587036,Wholemeal bread,scheelbeek,72.57218956947327,72.57218956947327,shorthand_word_score_Q,Wholemeal bread,12
"Fat that is spread (thin amount) onto large bap: ticked soya/vegan/dairy free margarine (e.g Pure), very low fat",bread_large_bap_spread_soya_vlowfat_thin,bread,large,bread large bap spread soya vlowfat thin,Low fat spread not polyunsaturated,scheelbeek,59.450507164001465,Reduced fat spread (not polyunsaturated),scheelbeek,74.59083795547485,"White bread (not high fibre, not multiseed)",scheelbeek,52.99776792526245,Wholemeal bread,scheelbeek,74.83010292053223,74.83010292053223,shorthand_word_score_Q,Wholemeal bread,7
"Large bap, stotty, pitta bread: not specified type so includes white, brown, granary, wheatgerm, wholemeal",bread_large_bap_unanswered,bread,large,bread large bap unanswered,Brown granary and wheatgerm bread,scheelbeek,71.14538550376892,Other bread,scheelbeek,84.72799659,BREAD WHOLE**,petersson,64.34525847434998,Other bread,scheelbeek,75.77013969421387,84.72799659,sentence_word_score_Q,Other bread,90
"Large bap, stotty, pitta bread: white",bread_large_bap_white,bread,large,bread large bap white,"White bread (not high fibre, not multiseed)",scheelbeek,63.77188563346863,Other bread,scheelbeek,77.94547080993652,"White bread (not high fibre, not multiseed)",scheelbeek,73.24495315551758,Wholemeal bread,scheelbeek,76.11353993415833,77.94547080993652,sentence_word_score_Q,Other bread,90
"Large bap, stotty, pitta bread: wholemeal",bread_large_bap_wholemeal,bread,large,bread large bap wholemeal,Wholemeal bread,scheelbeek,73.61305356025696,Wholemeal bread total,eustachio,81.01637959480286,Wholemeal bread,scheelbeek,78.00409794,Wholemeal bread,scheelbeek,83.07001591,83.07001591,shorthand_word_score_Q,Wholemeal bread,90
Naan bread plain,bread_naan,bread,naan,bread naan,BREAD PLAIN**,petersson,76.41904950141907,BREAD PLAIN**,petersson,81.64814114570618,BREAD PLAIN**,petersson,69.28285360336304,Other bread,scheelbeek,84.96801257133484,84.96801257133484,shorthand_word_score_Q,Other bread,160
"Other bread e.g crumpets, tortilla wraps, breadsticks",bread_other,bread,other,bread other,Other bread,scheelbeek,61.80613637,Other bread,scheelbeek,89.06431198120117,Other bread,scheelbeek,95.16488313674928,Other bread,scheelbeek,92.5583839416504,95.16488313674928,shorthand_word_score,Other bread,45
Fat that is spread (medium amount) onto bread other: ticked butter but not specified amount of % fat,bread_other_spread_butter_dunno_med,bread,other,bread other spread butter dunno med,Less than 1% dairy low fat spread total,eustachio,57.901209592819214,Reduced fat spread (not polyunsaturated),scheelbeek,78.76184582710266,Butter,scheelbeek,62.713199853897095,BUTTER*,petersson,83.38786363601685,83.38786363601685,shorthand_word_score_Q,BUTTER*,7
Fat that is spread (thick amount) onto bread other: ticked butter but not specified amount of % fat,bread_other_spread_butter_dunno_thick,bread,other,bread other spread butter dunno thick,Less than 1% dairy low fat spread total,eustachio,58.698976039886475,Reduced fat spread (not polyunsaturated),scheelbeek,78.52212190628052,Butter,scheelbeek,57.20749497413635,BUTTER*,petersson,78.82388830184937,78.82388830184937,shorthand_word_score_Q,BUTTER*,10
Fat that is spread (thin amount) onto bread other: ticked butter but not specified amount of % fat,bread_other_spread_butter_dunno_thin,bread,other,bread other spread butter dunno thin,Less than 1% dairy low fat spread total,eustachio,60.181039571762085,Reduced fat spread (not polyunsaturated),scheelbeek,80.74479699134827,Low fat spread not polyunsaturated,scheelbeek,54.800379276275635,BUTTER*,petersson,77.6021421,80.74479699134827,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
"Fat that is spread (medium amount) onto bread other: ticked butter, normal amount of % fat",bread_other_spread_butter_fat_med,bread,other,bread other spread butter fat med,Less than 1% dairy low fat spread total,eustachio,57.33345150947571,Reduced fat spread (not polyunsaturated),scheelbeek,77.71889567375183,Polyunsaturated low fat spread,scheelbeek,60.77802777290344,Reduced fat spread (not polyunsaturated),scheelbeek,79.04900908470154,79.04900908470154,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (thick amount) onto bread other: ticked butter, normal amount of % fat",bread_other_spread_butter_fat_thick,bread,other,bread other spread butter fat thick,Less than 1% dairy low fat spread,scheelbeek,58.10958743095398,Butter total,eustachio,76.40366554260254,Polyunsaturated low fat spread,scheelbeek,60.15815734863281,BUTTER*,petersson,76.59143209457397,76.59143209457397,shorthand_word_score_Q,BUTTER*,10
"Fat that is spread (thin amount) onto bread other: ticked butter, normal amount of % fat",bread_other_spread_butter_fat_thin,bread,other,bread other spread butter fat thin,Less than 1% dairy low fat spread,scheelbeek,59.77972745895386,Reduced fat spread (not polyunsaturated),scheelbeek,79.62749600410461,Reduced fat spread (not polyunsaturated),scheelbeek,61.522817611694336,Reduced fat spread (not polyunsaturated),scheelbeek,76.18002891540527,79.62749600410461,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
"Fat that is spread (medium amount) onto bread other: ticked butter, low fat",bread_other_spread_butter_lowfat_med,bread,other,bread other spread butter lowfat med,Low fat spread not polyunsaturated,scheelbeek,59.97014045715332,Reduced fat spread (not polyunsaturated),scheelbeek,78.22353839874268,Polyunsaturated low fat spread,scheelbeek,59.56263542175293,Reduced fat spread (not polyunsaturated),scheelbeek,79.73031401634216,79.73031401634216,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (thick amount) onto bread other: ticked butter, low fat",bread_other_spread_butter_lowfat_thick,bread,other,bread other spread butter lowfat thick,Low fat spread not polyunsaturated,scheelbeek,58.58145356178284,Reduced fat spread (not polyunsaturated),scheelbeek,76.09705924987793,Less than 1% dairy low fat spread,scheelbeek,57.75020122528076,Reduced fat spread (not polyunsaturated),scheelbeek,76.05331540107727,76.09705924987793,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
"Fat that is spread (thin amount) onto bread other: ticked butter, low fat",bread_other_spread_butter_lowfat_thin,bread,other,bread other spread butter lowfat thin,Low fat spread not polyunsaturated,scheelbeek,59.732115268707275,Reduced fat spread (not polyunsaturated),scheelbeek,80.82160353660583,Low fat spread not polyunsaturated,scheelbeek,59.465229511260986,Reduced fat spread (not polyunsaturated),scheelbeek,78.38656306266785,80.82160353660583,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
Fat that is spread (medium amount) onto bread other: ticked spreadable butter with normal amount of % fat,bread_other_spread_butter_spread_fat_med,bread,other,bread other spread butter spread fat med,Less than 1% dairy low fat spread total,eustachio,60.097068548202515,Reduced fat spread (not polyunsaturated),scheelbeek,79.41875457763672,Polyunsaturated low fat spread,scheelbeek,62.79644966125488,Reduced fat spread (not polyunsaturated),scheelbeek,79.70219254493713,79.70219254493713,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (thick amount) onto bread other: ticked spreadable butter with normal amount of % fat,bread_other_spread_butter_spread_fat_thick,bread,other,bread other spread butter spread fat thick,Less than 1% dairy low fat spread,scheelbeek,61.15521788597107,Reduced fat spread (not polyunsaturated),scheelbeek,77.82012820243835,Polyunsaturated low fat spread,scheelbeek,62.89564371109009,BUTTER*,petersson,75.30850768089294,77.82012820243835,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
Fat that is spread (thin amount) onto bread other: ticked spreadable butter with normal amount of % fat,bread_other_spread_butter_spread_fat_thin,bread,other,bread other spread butter spread fat thin,Less than 1% dairy low fat spread,scheelbeek,62.643998861312866,Reduced fat spread (not polyunsaturated),scheelbeek,81.29327297210693,Reduced fat spread (not polyunsaturated),scheelbeek,64.42897915840149,Reduced fat spread (not polyunsaturated),scheelbeek,75.39432048797607,81.29327297210693,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
"Fat that is spread (medium amount) onto bread other: ticked spreadable butter, low fat",bread_other_spread_butter_spread_lowfat_med,bread,other,bread other spread butter spread lowfat med,Low fat spread not polyunsaturated,scheelbeek,62.197697162628174,Reduced fat spread (not polyunsaturated),scheelbeek,80.5298388,Polyunsaturated low fat spread,scheelbeek,62.55671977996826,Reduced fat spread (not polyunsaturated),scheelbeek,80.39885163,80.5298388,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (thick amount) onto bread other: ticked spreadable butter, low fat",bread_other_spread_butter_spread_lowfat_thick,bread,other,bread other spread butter spread lowfat thick,Low fat spread not polyunsaturated,scheelbeek,61.50355339050293,Reduced fat spread (not polyunsaturated),scheelbeek,78.30321788787842,Low fat spread not polyunsaturated,scheelbeek,60.52215099334717,Reduced fat spread (not polyunsaturated),scheelbeek,78.64313722,78.64313722,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),10
"Fat that is spread (thin amount) onto bread other: ticked spreadable butter, low fat",bread_other_spread_butter_spread_lowfat_thin,bread,other,bread other spread butter spread lowfat thin,Low fat spread not polyunsaturated,scheelbeek,62.42339015007019,Reduced fat spread (not polyunsaturated),scheelbeek,82.73672461509705,Low fat spread not polyunsaturated,scheelbeek,63.04801702,Reduced fat spread (not polyunsaturated),scheelbeek,80.34030795097351,82.73672461509705,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
Fat that is spread (medium amount) onto bread other: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_other_spread_dairy_chol_med,bread,other,bread other spread dairy chol med,Less than 1% dairy reduced fat spread,scheelbeek,61.844223737716675,Low fat spread not polyunsaturated,scheelbeek,66.99147820472717,Other bread,scheelbeek,58.16183090209961,Less than 1% dairy low fat spread,scheelbeek,76.82120203971863,76.82120203971863,shorthand_word_score_Q,Less than 1% dairy low fat spread,5
Fat that is spread (thick amount) onto bread other: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_other_spread_dairy_chol_thick,bread,other,bread other spread dairy chol thick,Less than 1% dairy reduced fat spread,scheelbeek,62.14497089385986,Low fat spread not polyunsaturated,scheelbeek,66.46277308,Less than 1% dairy low fat spread,scheelbeek,59.87893342971802,Less than 1% dairy reduced fat spread,scheelbeek,77.95404792,77.95404792,shorthand_word_score_Q,Less than 1% dairy reduced fat spread,7
Fat that is spread (thin amount) onto bread other: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_other_spread_dairy_chol_thin,bread,other,bread other spread dairy chol thin,Less than 1% dairy reduced fat spread,scheelbeek,62.586575746536255,Low fat spread not polyunsaturated,scheelbeek,68.48348975,Less than 1% dairy low fat spread,scheelbeek,61.56817674636841,Less than 1% dairy reduced fat spread,scheelbeek,81.25683665275574,81.25683665275574,shorthand_word_score_Q,Less than 1% dairy reduced fat spread,3
Fat that is spread (medium amount) onto bread other: ticked dairy spread but not specified amount of % fat,bread_other_spread_dairy_dunno_med,bread,other,bread other spread dairy dunno med,Less than 1% dairy low fat spread,scheelbeek,71.42642736434937,Less than 1% dairy reduced fat spread,scheelbeek,80.82790970802307,Non dairy cream alternative,scheelbeek,59.57217216491699,Other bread,scheelbeek,77.28085517883301,80.82790970802307,sentence_word_score_Q,Less than 1% dairy reduced fat spread,5
Fat that is spread (thick amount) onto bread other: ticked dairy spread but not specified amount of % fat,bread_other_spread_dairy_dunno_thick,bread,other,bread other spread dairy dunno thick,Less than 1% dairy reduced fat spread,scheelbeek,72.44890332221985,Less than 1% dairy reduced fat spread,scheelbeek,79.61605787277222,Less than 1% dairy low fat spread,scheelbeek,61.80855036,Sweet spreads fillings and icing,scheelbeek,76.44745707511902,79.61605787277222,sentence_word_score_Q,Less than 1% dairy reduced fat spread,7
Fat that is spread (thin amount) onto bread other: ticked dairy spread but not specified amount of % fat,bread_other_spread_dairy_dunno_thin,bread,other,bread other spread dairy dunno thin,Less than 1% dairy low fat spread,scheelbeek,73.91688823699951,Less than 1% dairy reduced fat spread,scheelbeek,83.66740345954895,Less than 1% dairy low fat spread,scheelbeek,63.83762955665589,Reduced fat spread (not polyunsaturated),scheelbeek,76.91556215286255,83.66740345954895,sentence_word_score_Q,Less than 1% dairy reduced fat spread,3
Fat that is spread (medium amount) onto bread other: ticked dairy spread with normal amount of % fat,bread_other_spread_dairy_fat_med,bread,other,bread other spread dairy fat med,Less than 1% dairy low fat spread,scheelbeek,70.59363722801208,Reduced fat spread (not polyunsaturated),scheelbeek,79.45172786712646,Less than 1% dairy reduced fat spread,scheelbeek,66.75052046775818,Less than 1% dairy reduced fat spread,scheelbeek,79.94474172592163,79.94474172592163,shorthand_word_score_Q,Less than 1% dairy reduced fat spread,5
Fat that is spread (thick amount) onto bread other: ticked dairy spread with normal amount of % fat,bread_other_spread_dairy_fat_thick,bread,other,bread other spread dairy fat thick,Less than 1% dairy low fat spread,scheelbeek,71.52330279350281,Reduced fat spread (not polyunsaturated),scheelbeek,76.61419511,Less than 1% dairy reduced fat spread,scheelbeek,71.94079160690308,Reduced fat spread (not polyunsaturated),scheelbeek,76.21921896934509,76.61419511,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (thin amount) onto bread other: ticked dairy spread with normal amount of % fat,bread_other_spread_dairy_fat_thin,bread,other,bread other spread dairy fat thin,Less than 1% dairy low fat spread,scheelbeek,73.09171557426453,Less than 1% dairy reduced fat spread,scheelbeek,81.15156888961792,Less than 1% dairy reduced fat spread,scheelbeek,74.19728041,Less than 1% dairy reduced fat spread,scheelbeek,80.96737861633301,81.15156888961792,sentence_word_score_Q,Less than 1% dairy reduced fat spread,3
"Fat that is spread (medium amount) onto bread other: ticked dairy spread, low fat",bread_other_spread_dairy_lowfat_med,bread,other,bread other spread dairy lowfat med,Less than 1% dairy low fat spread,scheelbeek,67.78877973556519,Less than 1% dairy reduced fat spread,scheelbeek,81.45430684,Less than 1% dairy low fat spread,scheelbeek,66.49261713027954,Less than 1% dairy low fat spread,scheelbeek,84.72570776939392,84.72570776939392,shorthand_word_score_Q,Less than 1% dairy low fat spread,5
"Fat that is spread (thick amount) onto bread other: ticked dairy spread, low fat",bread_other_spread_dairy_lowfat_thick,bread,other,bread other spread dairy lowfat thick,Less than 1% dairy low fat spread,scheelbeek,68.48465204238892,Less than 1% dairy reduced fat spread,scheelbeek,79.17291522026062,Less than 1% dairy low fat spread,scheelbeek,70.59495449066162,Less than 1% dairy low fat spread,scheelbeek,79.03285622596741,79.17291522026062,sentence_word_score_Q,Less than 1% dairy reduced fat spread,7
"Fat that is spread (thin amount) onto bread other: ticked dairy spread, low fat",bread_other_spread_dairy_lowfat_thin,bread,other,bread other spread dairy lowfat thin,Less than 1% dairy low fat spread,scheelbeek,69.3678081,Less than 1% dairy reduced fat spread,scheelbeek,83.86833071708679,Less than 1% dairy low fat spread,scheelbeek,72.20887541770935,Less than 1% dairy reduced fat spread,scheelbeek,81.69935941696167,83.86833071708679,sentence_word_score_Q,Less than 1% dairy reduced fat spread,3
"Fat that is spread (medium amount) onto bread other: ticked dairy spread, very low fat",bread_other_spread_dairy_vlowfat_med,bread,other,bread other spread dairy vlowfat med,Less than 1% dairy low fat spread,scheelbeek,65.85255265235901,Less than 1% dairy reduced fat spread,scheelbeek,80.96879720687866,Non dairy cream alternative,scheelbeek,58.42664837837219,Less than 1% dairy low fat spread,scheelbeek,84.23075079917908,84.23075079917908,shorthand_word_score_Q,Less than 1% dairy low fat spread,5
"Fat that is spread (thick amount) onto bread other: ticked dairy spread, very low fat",bread_other_spread_dairy_vlowfat_thick,bread,other,bread other spread dairy vlowfat thick,Less than 1% dairy low fat spread,scheelbeek,66.42318964004517,Less than 1% dairy reduced fat spread,scheelbeek,76.14411712,Less than 1% dairy low fat spread,scheelbeek,61.85689568519592,Less than 1% dairy low fat spread,scheelbeek,80.60385584831238,80.60385584831238,shorthand_word_score_Q,Less than 1% dairy low fat spread,7
"Fat that is spread (thin amount) onto bread other: ticked dairy spread, very low fat",bread_other_spread_dairy_vlowfat_thin,bread,other,bread other spread dairy vlowfat thin,Less than 1% dairy low fat spread,scheelbeek,67.41262674331665,Less than 1% dairy reduced fat spread,scheelbeek,83.21521878242493,Less than 1% dairy reduced fat spread,scheelbeek,64.37419652938843,Less than 1% dairy reduced fat spread,scheelbeek,83.54646563529968,83.54646563529968,shorthand_word_score_Q,Less than 1% dairy reduced fat spread,3
"Fat that is spread (medium amount) onto bread other: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_other_spread_dunno_chol_med,bread,other,bread other spread dunno chol med,Low fat spread not polyunsaturated,scheelbeek,60.21523475646973,Polyunsaturated low fat spread,scheelbeek,79.06627058982849,Other bread,scheelbeek,64.68545794,Reduced fat spread (not polyunsaturated),scheelbeek,78.24029326438904,79.06627058982849,sentence_word_score_Q,Polyunsaturated low fat spread,5
"Fat that is spread (thick amount) onto bread other: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_other_spread_dunno_chol_thick,bread,other,bread other spread dunno chol thick,Low fat spread not polyunsaturated,scheelbeek,59.701740741729736,Reduced fat spread (not polyunsaturated),scheelbeek,80.54413795471191,Other bread,scheelbeek,63.140660524368286,Block margarine,scheelbeek,77.54709124565125,80.54413795471191,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (thin amount) onto bread other: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_other_spread_dunno_chol_thin,bread,other,bread other spread dunno chol thin,Low fat spread not polyunsaturated,scheelbeek,60.36713123321533,Reduced fat spread (not polyunsaturated),scheelbeek,82.01457262039185,Other bread,scheelbeek,63.163864612579346,Reduced fat spread (not polyunsaturated),scheelbeek,78.99793386,82.01457262039185,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),3
Fat that is spread (medium amount) onto bread other: not specified type of spread or amount of % fat,bread_other_spread_dunno_dunno_med,bread,other,bread other spread dunno dunno med,Polyunsaturated low fat spread,scheelbeek,60.77947020530701,Reduced fat spread (not polyunsaturated),scheelbeek,78.73478531837463,Other bread,scheelbeek,63.40855360031128,Other bread,scheelbeek,82.03696608543396,82.03696608543396,shorthand_word_score_Q,Other bread,5
Fat that is spread (thick amount) onto bread other: not specified type of spread or amount of % fat,bread_other_spread_dunno_dunno_thick,bread,other,bread other spread dunno dunno thick,Less than 1% dairy low fat spread,scheelbeek,60.57181358337402,Reduced fat spread (not polyunsaturated),scheelbeek,78.44031453,BREAD PLAIN**,petersson,59.927260875701904,Other bread,scheelbeek,77.87038087844849,78.44031453,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (thin amount) onto bread other: not specified type of spread or amount of % fat,bread_other_spread_dunno_dunno_thin,bread,other,bread other spread dunno dunno thin,Less than 1% dairy low fat spread,scheelbeek,61.55839562416077,Reduced fat spread (not polyunsaturated),scheelbeek,80.21933436393738,BREAD PLAIN**,petersson,60.33169627189636,Other bread,scheelbeek,80.75248599052429,80.75248599052429,shorthand_word_score_Q,Other bread,3
Fat that is spread (medium amount) onto bread other: not specified type of spread but ticked normal amount % fat,bread_other_spread_dunno_fat_med,bread,other,bread other spread dunno fat med,Low fat spread not polyunsaturated total,eustachio,62.801069021224976,Reduced fat spread (not polyunsaturated),scheelbeek,82.49310851097107,Other bread,scheelbeek,60.65183877944946,Reduced fat spread (not polyunsaturated),scheelbeek,81.23108744621277,82.49310851097107,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
Fat that is spread (thick amount) onto bread other: not specified type of spread but ticked normal amount % fat,bread_other_spread_dunno_fat_thick,bread,other,bread other spread dunno fat thick,Low fat spread not polyunsaturated,scheelbeek,62.18715310096741,Reduced fat spread (not polyunsaturated),scheelbeek,82.48237967,Wholemeal bread,scheelbeek,60.62802076339722,Reduced fat spread (not polyunsaturated),scheelbeek,75.48978924751282,82.48237967,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (thin amount) onto bread other: not specified type of spread but ticked normal amount % fat,bread_other_spread_dunno_fat_thin,bread,other,bread other spread dunno fat thin,Low fat spread not polyunsaturated,scheelbeek,63.887786865234375,Reduced fat spread (not polyunsaturated),scheelbeek,83.97718667984009,Low fat spread not polyunsaturated,scheelbeek,61.89778447151184,Reduced fat spread (not polyunsaturated),scheelbeek,77.88748741149902,83.97718667984009,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),3
Fat that is spread (medium amount) onto bread other: not specified type of spread but ticked low fat,bread_other_spread_dunno_lowfat_med,bread,other,bread other spread dunno lowfat med,Low fat spread not polyunsaturated,scheelbeek,68.95232796669006,Reduced fat spread (not polyunsaturated),scheelbeek,82.29286670684814,Low fat spread not polyunsaturated,scheelbeek,62.59341835975647,Polyunsaturated low fat spread,scheelbeek,81.20483160018921,82.29286670684814,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
